LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002648126-0001-7,CASA AZUL CANTINA LLC,FRIDA - MEXICAN CUISINE,10853 LINDBROOK DRIVE,LOS ANGELES,10853 LINDBROOK 90024-3028,250 S BEVERLY DRIVE SUITE #203,BEVERLY HILLS,90212-3811,722110,Full-service restaurants,5,11/29/2012,,"(34.0601, -118.4428)"
0002858307-0001-8,YAMS INCORPORATED,SUNSET EXPRESS,5070 W SUNSET BLVD,LOS ANGELES,5070 SUNSET 90027-5840,,,,722110,Full-service restaurants,13,10/01/2015,,"(34.0981, -118.2998)"
0002780105-0001-8,NIKKIS PIZZA INC,,16851 VICTORY BLVD #9,VAN NUYS,16851 VICTORY 91406-5560,,,,722110,Full-service restaurants,6,10/10/2014,,"(34.1866, -118.5002)"
0002808255-0001-7,LOUISE TALIULU,GAFFEY ST. DINER,247 N GAFFEY STREET,SAN PEDRO,247 GAFFEY 90731-1921,247 N GAFFEY STREET,SAN PEDRO,90731-1921,722110,Full-service restaurants,15,03/01/2015,,"(33.7447, -118.2923)"
0002811914-0001-1,JUNG HO YOON,BBQ TERIYAKI AND SUSHI,18855 VENTURA BLVD,TARZANA,18855 VENTURA 91356-3304,,,,722110,Full-service restaurants,3,03/05/2015,,"(34.1719, -118.5439)"
0002815339-0001-1,KING TORTA INC,KING TORTA INC,4521 VALLEY BLVD,LOS ANGELES,4521 VALLEY 90032-3740,4521 VALLEY BLVD,LOS ANGELES,90032-3740,722110,Full-service restaurants,14,04/01/2015,,"(34.0626, -118.1869)"
0002499011-0002-9,AVANTY INTERNATIONAL GROUP INC,MI SOMBRERO AZUL,20037 VANOWEN STREET,CANOGA PARK,20037 VANOWEN 91306-3939,14435 SHERMAN WAY UNIT #204,VAN NUYS,91405-6237,722110,Full-service restaurants,3,09/29/2011,,"(34.1937, -118.5699)"
0002861098-0002-4,EL CAMARONERO RESTAURANT,EL CAMARONERO RESTAURANT # 2,13565 GLENOAKS BLVD,SYLMAR,13565 GLENOAKS 91342-1315,12443 SAN FERNANDO ROAD,SYLMAR,91342-5007,722110,Full-service restaurants,7,10/09/2015,,"(34.3184, -118.4637)"
0003083375-0001-8,OUIZMAN LLC,,12034   VENICE BLVD,LOS ANGELES,12034 VENICE 90066-3893,,,,722110,Full-service restaurants,11,04/12/2018,,"(34.0053, -118.4296)"
0000100626-0002-6,TRYAN INC,SUBWAY #61759,3323 W PICO BLVD,LOS ANGELES,3323 PICO 90019-4530,31332 VIA COLINAS UNIT #102,WESTLAKE VILLAGE,91362-6772,722110,Full-service restaurants,10,04/17/2014,,"(34.0471, -118.3161)"
0002569169-0001-0,"CHOP STOP, INC",,17332 VENTURA BLVD,ENCINO,17332 VENTURA 91316-3904,4515 OCEAN VIEW BLVD SUITE #315,LA CANADA FLINTRIDGE,91011-1438,722110,Full-service restaurants,5,07/20/2011,,"(34.1609, -118.5104)"
0000217596-0001-8,JOSE L/RODRIGO GONZALEZ,EL CANELO TV #2,8730 WOODMAN AVENUE,ARLETA,8730 WOODMAN 91331-6505,,,,722110,Full-service restaurants,6,05/01/1995,,"(34.2284, -118.4349)"
0000446101-0001-2,BAH CALIFORNIA INC,CHURCHES CHICKEN STORE 663,7205 S VERMONT AVENUE,LOS ANGELES,7205 VERMONT 90044-5124,255 E PACES FERRY ROAD NE SUITE #300,ATLANTA,30305-2244,722110,Full-service restaurants,8,02/08/1997,,"(33.9745, -118.2917)"
0003071031-0001-0,WANLI ENTERPRISE LLC,,11057   SANTA MONICA BLVD,LOS ANGELES,11057 SANTA MONICA 90025-3523,,,,722110,Full-service restaurants,5,08/14/2018,,"(34.0485, -118.4428)"
0002494589-0002-5,BT LEWIS ENTERPRISES INC,,334 S MAIN STREET UNIT #1101-A,LOS ANGELES,334 MAIN 90013-1360,,,,722110,Full-service restaurants,14,01/31/2013,,"(34.0483, -118.247)"
0000391766-0002-4,JOSE GONZALEZ RAMIREZ,EL RINCON DE TEUCHITLAN,20931   ROSCOE BLVD   #3,CANOGA PARK,20931 ROSCOE 91304-4395,,,,722110,Full-service restaurants,3,02/01/2018,,"(34.2205, -118.5897)"
0002851015-0001-7,KINZA SUSHI INC.,,4627 VAN NUYS BLVD,SHERMAN OAKS,4627 VAN NUYS 91403-2916,4627 VAN NUYS BLVD,SHERMAN OAKS,91403-2916,722110,Full-service restaurants,4,09/01/2015,,"(34.1554, -118.4486)"
0002646589-0002-9,TATLEX ENTERPRISES INC,THE FLAME BROILER,4954 VAN NUYS BLVD #103,SHERMAN OAKS,4954 VAN NUYS 91403-1772,1980 FERN LANE,GLENDALE,91208-2242,722110,Full-service restaurants,4,11/17/2014,,"(34.1603, -118.4487)"
0000229766-0001-4,FANTASTIC CAFE NO. 2,FANTASTIC CAFE (SAN PEDRO),1633 W 25TH STREET,SAN PEDRO,1633 25TH 90732-4301,,,,722110,Full-service restaurants,15,06/14/1985,,
0002795043-0001-8,MUFID ABBOUD,GUIDO'S PIZZA AND PASTA,10761 GLENOAKS BLVD,PACOIMA,10761 GLENOAKS 91331-1683,,,,722110,Full-service restaurants,7,04/01/2014,,"(34.265, -118.4023)"
0002858565-0005-0,MINC INC,,9101 RESEDA BLVD,NORTHRIDGE,9101 RESEDA 91324-3031,42913 CAPITAL DRIVE UNIT #106,LANCASTER,93535-4556,722110,Full-service restaurants,12,09/01/2015,,"(34.2355, -118.536)"
0000989890-0001-2,TIGER BANG,BUL LO CHO HAN BANG NONG CHOOK,4319 W 2ND STREET,LOS ANGELES,4319 2ND 90004-5101,,,,722110,Full-service restaurants,10,11/10/1999,,"(34.0711, -118.3079)"
0002240936-0001-6,ANDRADE FOOD INC,RESTAURANTE SALVADORENO EL CAFETAL #1,6429 VAN NUYS BLVD,VAN NUYS,6429 VAN NUYS 91401-1437,,,,722110,Full-service restaurants,6,04/01/2007,,"(34.1874, -118.4487)"
0003029240-0001-1,WB USC LLC,WAHLBURGERS,835 W JEFFERSON BLVD   SPACE #1710,LOS ANGELES,835 JEFFERSON 90089-1710,500 N VIA VAL VERDE,MONTEBELLO,90640-2358,722110,Full-service restaurants,9,12/01/2017,,"(34.0204, -118.2861)"
0002776695-0001-9,JOSE REJON,,16915 AINSWORTH AVENUE,TORRANCE,16915 AINSWORTH 90504-1205,,,,722110,Full-service restaurants,0,09/23/2014,,"(33.8769, -118.3394)"
0002572212-0001-3,EL CAMINO ON SUNSET LLC,MOHAWK BEND,2139 W SUNSET BLVD,LOS ANGELES,2139 SUNSET 90026-3124,2141 W SUNSET BLVD,LOS ANGELES,90026-3124,722110,Full-service restaurants,13,01/01/2011,,"(34.0774, -118.2644)"
0002818475-0001-7,TEDPANICH INC,AMAZING SIAM,9839 TOPANGA CANYON BLVD,CHATSWORTH,9839 TOPANGA CANYON 91311-4006,,,,722110,Full-service restaurants,12,01/01/2014,,"(34.2494, -118.6061)"
0000603870-0001-4,HIRO AND NICK CO INC,KUSHIYU,18713 VENTURA BLVD,TARZANA,18713 VENTURA 91356-3302,,,,722110,Full-service restaurants,3,09/01/1987,,"(34.1707, -118.5409)"
0002723359-0001-4,FOUR SQUARE TAVERN LLC,SQUARE ONE SILVERLAKE,2630 HYPERION AVENUE SUITE #101,LOS ANGELES,2630 HYPERION 90027-3378,,,,722110,Full-service restaurants,4,01/15/2014,,"(34.1062, -118.2725)"
0000135469-0001-5,LEONARD BENT,COOKING WITH LENNY SMOKEHOUSE,23360 LAKE MANOR DRIVE,CHATSWORTH,23360 LAKE MANOR 91311-6418,19041 ARMINTA STREET,RESEDA,91335-1104,722110,Full-service restaurants,0,10/25/2003,,"(34.2382, -118.6359)"
0002856108-0001-1,LEE USA INC,PHILLY'S BEST,121 W ELMYRA STREET,LOS ANGELES,121 ELMYRA 90012-1818,,,,722110,Full-service restaurants,1,08/07/2015,,"(34.0647, -118.2323)"
0002766428-0001-4,MVP PIZZA INCORPORATED,,525 S GAFFEY STREET,SAN PEDRO,525 GAFFEY 90731-2437,,,,722110,Full-service restaurants,15,08/01/2014,,"(33.7394, -118.2923)"
0002583976-0001-4,"THE SIX STUDIO, L.P.",THE SIX,12650 VENTURA BLVD,STUDIO CITY,12650 VENTURA 91604-2414,,,,722110,Full-service restaurants,2,11/01/2011,,"(34.1439, -118.4081)"
0000486068-0025-1,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL #1412,12175 VENTURA BLVD,STUDIO CITY,12175 VENTURA 91604-2515,1401 WYNKOOP STREET SUITE #500,DENVER,80202-1729,722110,Full-service restaurants,2,03/26/2010,,"(34.1433, -118.3975)"
0000267458-0005-9,"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7355,14344 ROSCOE BLVD,PANORAMA CITY,14344 ROSCOE 91402-4223,1 CENTERPOINTE DRIVE SUITE #400,LA PALMA,90623-2530,722110,Full-service restaurants,6,11/27/2000,,"(34.2215, -118.446)"
0003062724-0001-8,GBML INC,,8837 W PICO BLVD,LOS ANGELES,8837 PICO 90035-3301,,,,722110,Full-service restaurants,5,05/03/2018,,"(34.0551, -118.3845)"
0002862814-0001-1,FAMILIA MORENO ENTERPRISES CORPORATION,EL COMPADRE RESTAURANT,233 E FLORENCE AVENUE,LOS ANGELES,233 FLORENCE 90003-2119,,,,722110,Full-service restaurants,9,07/17/2013,,"(33.9747, -118.271)"
0000770840-0001-1,"GUARDASHAN & HAPPY, INC",SUBWAY,1900 HILLHURST AVENUE,LOS ANGELES,1900 HILLHURST 90027-2712,11725 AVENIDA DEL SOL,NORTHRIDGE,91326-1501,722110,Full-service restaurants,4,01/01/1991,,"(34.1054, -118.2874)"
0002600914-0001-6,SALFA INC,ANCORA CUCINA ITALIANA,19647 VENTURA BLVD,TARZANA,19647 VENTURA 91356-2918,,,,722110,Full-service restaurants,3,01/01/2011,,"(34.1727, -118.5607)"
0000864857-0002-3,CAMILLES INC,DENNY'S RESTAURANT # 6220,8601 BELLANCA AVENUE,LOS ANGELES,8601 BELLANCA 90045-4409,POST OFFICE BOX #15490,LONG BEACH,90815-0490,722110,Full-service restaurants,11,07/01/2006,,"(33.9597, -118.3805)"
0003085177-0001-5,THANAWAT PHADESSUWANNUKUL,AUGUST EMERALD THAI,9315   VENICE BLVD,CULVER CITY,9315 VENICE 90232,9315   VENICE BLVD,CULVER CITY,90232-2621,722110,Full-service restaurants,5,10/01/2018,,"(34.0261, -118.3948)"
0000267458-0009-1,"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7364,6202 LAUREL CANYON BLVD,N HOLLYWOOD,6202 LAUREL CANYON 91606-3211,1 CENTERPOINTE DRIVE SUITE #400,LA PALMA,90623-2530,722110,Full-service restaurants,2,11/27/2000,,"(34.1831, -118.3964)"
0002851592-0001-3,YUMEYA CORPORATION,PALMS RAMEN YUMEYA,11127 PALMS BLVD,LOS ANGELES,11127 PALMS 90034-6502,,,,722110,Full-service restaurants,5,08/24/2015,,"(34.0195, -118.4217)"
0002173881-0001-9,TOEBANG INC,,3465 W 6TH STREET SUITE #110,LOS ANGELES,3465 6TH 90020-2567,,,,722110,Full-service restaurants,10,12/07/2005,,"(34.0635, -118.297)"
0002877651-0001-9,PHUNG N NGUYEN,PHO VIET CALI,18111   SATICOY STREET,RESEDA,18111 SATICOY 91335-3120,,,,722110,Full-service restaurants,12,01/04/2016,,"(34.2085, -118.5277)"
0002040841-0001-8,GURMEHAR INC,EAST INDIA GRILL,345 N LA BREA AVENUE SUITE #106,LOS ANGELES,345 LA BREA 90036-2573,,,,722110,Full-service restaurants,5,02/21/2005,,"(34.0779, -118.344)"
0000841999-0001-2,MAXIMILIANO/SONIA M VARGAS,LA NUEVA FUENTE RESTAURANT,3425 E 1ST STREET #108,LOS ANGELES,3425 1ST 90063-2913,,,,722110,Full-service restaurants,14,05/01/1991,,"(34.0367, -118.1941)"
0003128123-0001-8,EDWARD TRADING INC,S ENTERTAINMENT & BAR,3855   WILSHIRE BLVD,LOS ANGELES,3855 WILSHIRE 90010,3855   WILSHIRE BLVD,LOS ANGELES,90010-3202,722110,Full-service restaurants,10,06/01/2019,,"(34.0619, -118.3107)"
0003027904-0001-8,URBAN CANTINA GROUP,DIABLO TACO,3129 W SUNSET BLVD,LOS ANGELES,3129 SUNSET 90026,3129 W SUNSET BLVD,LOS ANGELES,90026-2131,722110,Full-service restaurants,13,02/01/2018,,"(34.0853, -118.2745)"
0000657898-0001-9,PERSEPOLIS FAST FOOD INC,PERSEPOL'S PIZZA & SUBS,6900 RESEDA BLVD #G,RESEDA,6900 RESEDA 91335-4272,,,,722110,Full-service restaurants,3,03/01/2002,,"(34.1956, -118.536)"
0000194233-0001-1,VRAM INC,,5142 VAN NUYS BLVD,VAN NUYS,5142 VAN NUYS 91403-1401,,,,722110,Full-service restaurants,4,07/01/1979,,"(34.1639, -118.4487)"
0002027558-0001-7,"H.S. CHEEMA, INC.",SUBWAY #26899,1000 E WASHINGTON BLVD UNIT #118,LOS ANGELES,1000 WASHINGTON 90021-3070,,,,722110,Full-service restaurants,9,03/15/2005,,
0003088410-0001-8,PASTA UOVO LLC,UOVO,6245   WILSHIRE BLVD   PENTHOUSE #103,LOS ANGELES,6245 WILSHIRE 90048,11507 W PICO BLVD,LOS ANGELES,90064-1519,722110,Full-service restaurants,5,04/15/2019,,"(34.0638, -118.3648)"
0000081992-0001-2,FRENCHY DELI LLC,FASION BISTRO,110 E 9TH STREET LOBBY #AL23,LOS ANGELES,110 9TH 90079-1208,,,,722110,Full-service restaurants,9,06/15/2003,,
0000075873-0001-4,J & U CORPORATION,BOBA LOCA,701 S VERMONT AVENUE,LOS ANGELES,701 VERMONT 90005-1518,,,,722110,Full-service restaurants,10,07/15/2003,,
0002523247-0001-2,MARIE D PETIT,GOLDEN BIRD,2847 CRENSHAW BLVD,LOS ANGELES,2847 CRENSHAW 90016-3603,,,,722110,Full-service restaurants,10,09/30/2010,,"(34.0298, -118.3351)"
0002646836-0001-3,SHEIK MAHBUB AHMED,ROYAL CURRY CAFE,4329 LANKERSHIM BLVD,NORTH HOLLYWOOD,4329 LANKERSHIM 91602-2705,,,,722110,Full-service restaurants,4,12/01/2012,,"(34.149, -118.365)"
0000295584-0001-1,ESTELA SERRANO,NO Q NO,3224 VENICE BLVD,LOS ANGELES,3224 VENICE 90019-6240,,,,722110,Full-service restaurants,10,02/01/2001,,"(34.0435, -118.3191)"
0000372567-0001-9,FAR SEA FOOD INC,DENNYS RESTAURANT,8330 TOPANGA CANYON BLVD,CANOGA PARK,8330 TOPANGA CANYON 91304-2342,,,,722110,Full-service restaurants,3,07/08/1996,,"(34.2208, -118.6059)"
0002104363-0001-2,MARINAHOP INC,IHOP MARINA #3095,4070 LINCOLN BLVD,MARINA DEL REY,4070 LINCOLN 90292-5614,1445 5TH STREET,SANTA MONICA,90401-2401,722110,Full-service restaurants,11,06/01/2006,,"(33.9864, -118.444)"
0002750843-0001-1,TIGRAN ARUTUNYAN,LA PIZZA LAND AND BAKERY,4837 LAUREL CANYON BLVD,VALLEY VILLAGE,4837 LAUREL CANYON 91607-3747,,,,722110,Full-service restaurants,2,01/01/2014,,"(34.1585, -118.3964)"
0000814801-0001-8,SOCIETA GARIBALDINA DI MUTUA BENEFICENZA/C/,GARIBALDINA M.B. SOCIETY,4533 N FIGUEROA STREET,LOS ANGELES,4533 FIGUEROA 90065-3026,4533 N FIGUEROA STREET,LOS ANGELES,90065-3026,722110,Full-service restaurants,1,09/01/1968,,"(34.0968, -118.2065)"
0002406768-0001-9,PHOENICIAN ENTERPRISES CORP,SHARKY'S WOODFIRED MEXICAN GRILL,10119 RIVERSIDE DRIVE,TOLUCA LAKE,10119 RIVERSIDE 91602-2517,,,,722110,Full-service restaurants,4,05/15/2008,,"(34.1522, -118.3513)"
0002791563-0001-7,WAH KEE CORPORATION,,10974 W PICO BLVD,LOS ANGELES,10974 PICO 90064-2115,,,,722110,Full-service restaurants,5,12/16/2014,,"(34.0385, -118.4317)"
0000125146-0001-3,VARTEN/HARUTYUN KAVAFYAN,ARTS SUBS,20855 VENTURA BLVD #9,WOODLAND HILLS,20855 VENTURA 91364-0840,,,,722110,Full-service restaurants,3,10/16/1994,,"(34.1663, -118.5872)"
0002614596-0001-7,PARIS RICE / CHRIS RICE,THE BLACK FIG,960 E 3RD STREET,LOS ANGELES,960 3RD 90013-1822,1452 SILVER LAKE BLVD,LOS ANGELES,90026-1346,722110,Full-service restaurants,14,06/20/2012,,"(34.0459, -118.2347)"
0000106174-0001-0,ROMALDO H FELIPE,JUNIOR PIZZA,3520 N FIGUEROA STREET #7,LOS ANGELES,3520 FIGUEROA 90065-2463,3349 GASSEN PLACE #B,LOS ANGELES,90065-2758,722110,Full-service restaurants,1,01/02/1995,,"(34.0889, -118.2147)"
0000195355-0004-8,PANDA EXPRESS INC,PANDA EXPRESS 119,3650 W MARTIN LUTHER KING JR BLVD #137,LOS ANGELES,3650 MARTIN LUTHER KING JR 90008-1748,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,8,01/01/1995,,"(34.0114, -118.3363)"
0002727934-0001-2,TETSUYA HARIKAWA,HARIKAWA,10914 W PICO BLVD,LOS ANGELES,10914 PICO 90064-2112,,,,722110,Full-service restaurants,5,02/05/2014,,"(34.0394, -118.4299)"
0002843147-0001-3,DONE & DONE LLC,THE BELLWETHER,13251 VENTURA BLVD SUITE #A,STUDIO CITY,13251 VENTURA 91604-1838,,,,722110,Full-service restaurants,2,07/24/2015,,"(34.1463, -118.4213)"
0000415068-0002-0,EL PORTON MEXICAN FOOD,MELODYS MEXICAN KITCHEN,6747 RESEDA BLVD,RESEDA,6747 RESEDA 91335-5316,18450 VANOWEN STREET,RESEDA,91335-5311,722110,Full-service restaurants,3,07/01/1993,,"(34.1929, -118.536)"
0002432270-0001-5,GYU DON INC,YOSHINOYA,6050 LANKERSHIM BLVD,NORTH HOLLYWOOD,6050 LANKERSHIM 91606-4806,,,,722110,Full-service restaurants,2,03/01/2008,,"(34.1802, -118.3839)"
0000072116-0001-7,RENILKO CORPORATION,NANAY GLORIA'S FAST FOOD & RESTAURANT,3756 W AVENUE 40,LOS ANGELES,3756 AVENUE 40 90065-3665,,,,722110,Full-service restaurants,1,05/01/2000,,"(34.1194, -118.228)"
0002928684-0002-2,JINS STONE INC,,2851 W OLYMPIC BLVD,LOS ANGELES,2851 OLYMPIC 90006-2619,2851 W OLYMPIC BLVD,LOS ANGELES,90006-2619,722110,Full-service restaurants,10,04/15/2019,,"(34.0528, -118.2961)"
0000300903-0001-2,BEHROKH TABIBIAN,BEN ENTERPRISE/SUBWAY,6700 LAUREL CANYON BLVD,N HOLLYWOOD,6700 LAUREL CANYON 91606-1547,,,,722110,Full-service restaurants,2,12/12/1985,,"(34.1921, -118.3965)"
0002627965-0001-2,GREYLIGHT LLC,CINCO,7241 W MANCHESTER AVENUE,LOS ANGELES,7241 MANCHESTER 90045-3510,,,,722110,Full-service restaurants,11,09/29/2012,,"(33.9598, -118.4203)"
0002832134-0001-2,SES PIZZERIA INC,BIG MAMA'S & PAPA'S PIZZERIA,8323 RESEDA BLVD #101,NORTHRIDGE,8323 RESEDA 91324-5954,,,,722110,Full-service restaurants,12,06/01/2015,,"(34.2212, -118.536)"
0002531633-0001-5,YURA INTERNATIONAL INC,KI KU SUSHI,246 N LARCHMONT BLVD,LOS ANGELES,246 LARCHMONT 90004-3707,,,,722110,Full-service restaurants,4,12/01/2010,,"(34.0753, -118.3236)"
0003059571-0001-1,WORACHAI CHUAINGAN,WIN'S SOUTHWEST ASIAN KITCHEN,11688   MAGNOLIA BLVD,NORTH HOLLYWOOD,11688 MAGNOLIA 91601-3064,,,,722110,Full-service restaurants,2,06/11/2018,,"(34.1647, -118.3873)"
0000679399-0001-0,CCM CREATIONS INC,PURE ENERGY CAFE,2250 PARK PLACE,EL SEGUNDO,2250 PARK 90245-4908,2250 PARK PLACE,EL SEGUNDO,90245-4908,722110,Full-service restaurants,0,05/15/2002,,"(33.9043, -118.3835)"
0000732788-0001-3,KHUNAKORN CORPORATION,SIAM CHAN RESTAURANT,1611 COLBY AVENUE,LOS ANGELES,1611 COLBY 90025-3013,,,,722110,Full-service restaurants,11,12/17/2002,,"(34.0449, -118.4527)"
0002803770-0001-6,NOODLE PAVILION THAI CAFE LLC,JASMINE THAI CUISINE,20022 VENTURA BLVD,WOODLAND HILLS,20022 VENTURA 91364-2632,,,,722110,Full-service restaurants,3,01/01/2015,,"(34.1715, -118.5692)"
0002527672-0001-2,RODRIGUEZ CMC INC,PURE ENERGY CAFE,6833 PARK TERRACE,LOS ANGELES,6833 PARK 90045-1539,,,,722110,Full-service restaurants,11,11/01/2010,,"(33.977, -118.3929)"
0000902995-0001-1,MASTER BURGER INC,MASTER BURGER,4419 S WESTERN AVENUE,LOS ANGELES,4419 WESTERN 90062-1606,,,,722110,Full-service restaurants,8,10/06/1998,,"(34.0036, -118.3089)"
0000441624-0001-8,JOSE G CISNEROS,MAYA BARBER AND BEAUTY SALON,2306 E 1ST STREET,LOS ANGELES,2306 1ST 90033-4002,412 ULYSSES STREET,LOS ANGELES,90065-2433,722110,Full-service restaurants,14,03/29/2006,,"(34.0441, -118.2107)"
0002333826-0001-5,LEE FINANCIAL INVESTMENT LLC,ALOHA CAFE,410 E 2ND STREET,LOS ANGELES,410 2ND 90012-4209,,,,722110,Full-service restaurants,14,02/28/2008,,"(34.0476, -118.2392)"
0000652392-0001-4,L A DOWNTOWN PALM LLC,PALM RESTAURANT,1100 S FLOWER STREET,LOS ANGELES,1100 FLOWER 90015-2180,1730 RHODE ISLAND AVENUE NW SUITE ##900,WASHINGTON,20036-3113,722110,Full-service restaurants,14,03/11/2002,,"(34.0429, -118.2641)"
0002460358-0001-7,MANDOLINE GRILL LLC,MANDOLINE GRILL,3030 LA CLEDE AVENUE,LOS ANGELES,3030 LA CLEDE 90039-2443,22644   CAVALIER STREET,WOODLAND HILLS,91364-3921,722110,Full-service restaurants,13,08/20/2009,,"(34.1121, -118.2488)"
0003049032-0001-3,HERNAN ANTONIO AMAYA,GRACIELA RESTAURANT & GRILL,12650   SHERMAN WAY   UNIT #15,NORTH HOLLYWOOD,12650 SHERMAN 91605-5249,7844   GOLL AVENUE,NORTH HOLLYWOOD,91605-2617,722110,Full-service restaurants,2,04/17/2018,,"(34.2009, -118.4088)"
0002587531-0001-3,SICHA SIAM RESTAURANT LLC,SICHA SIAM RESTAURANT,4403 EAGLE ROCK BLVD,LOS ANGELES,4403 EAGLE ROCK 90041-3212,4403 EAGLE ROCK BLVD,LOS ANGELES,90041-3212,722110,Full-service restaurants,14,11/16/2011,,"(34.1242, -118.2208)"
0000605342-0001-6,RICARDO GARDUNO/CANDELARIA DE LA CRUZ,TAQUERIA CAPULHUAC,6315 S BROADWAY,LOS ANGELES,6315 BROADWAY 90003-1431,1207 E 56TH STREET,LOS ANGELES,90011-4725,722110,Full-service restaurants,9,01/01/2002,,"(33.9819, -118.2783)"
0002776839-0001-1,KOBEE FACTORY INC,KOBEE FACTORY AND SYRIAN KITCHEN,14110 OXNARD STREET,VAN NUYS,14110 OXNARD 91401-3606,,,,722110,Full-service restaurants,4,09/24/2014,,"(34.1793, -118.4405)"
0000841265-0007-5,TBS FOODS INC,JACK IN THE BOX # 287,4407 S CENTRAL AVENUE,LOS ANGELES,4407 CENTRAL 90011-3629,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,9,09/09/1991,,"(34.0037, -118.2564)"
0000692947-0001-3,DELUSCIOUS COOKIES & MILK LLC,,829 N HIGHLAND AVENUE,LOS ANGELES,829 HIGHLAND 90038-3416,,,,722110,Full-service restaurants,4,11/15/2002,,"(34.0857, -118.3385)"
0003125721-0001-6,ROSA JOVITA MARTINEZ MORALES / JOVITA MORALES CURIEL,RJM MEXICAN GRILL,5301   VENICE BLVD,LOS ANGELES,5301 VENICE 90019-5239,,,,722110,Full-service restaurants,10,05/15/2019,,"(34.0448, -118.3554)"
0002735011-0001-0,DJRC CORP.,SWEET MO'S,5643 LANKERSHIM BLVD,NORTH HOLLYWOOD,5643 LANKERSHIM 91601-1723,,,,722110,Full-service restaurants,2,03/03/2014,,"(34.173, -118.3795)"
0000809648-0001-8,JOSE L QUEZADA,RESTAURANTE EL CHAPULIN,608 E 59TH STREET,LOS ANGELES,608 59TH 90001-1002,9219 BANDERA STREET,LOS ANGELES,90002-2414,722110,Full-service restaurants,9,03/01/2003,,"(33.9871, -118.2649)"
0000965276-0001-1,C B S SEAFOOD RESTAURANT LLC,C B S SEAFOOD RESTAURANT,700 N SPRING STREET,LOS ANGELES,700 SPRING 90012-2824,,,,722110,Full-service restaurants,1,06/15/1999,,"(34.0598, -118.2378)"
0002507735-0001-7,FANN CHAU,SL DONUTS,4411 S MAIN STREET,LOS ANGELES,4411 MAIN 90037-2731,,,,722110,Full-service restaurants,9,05/01/2010,,"(34.0037, -118.2739)"
0000945022-0001-6,JUERGEN RUIZ REEB,,9939 ROSCOE BLVD,SUN VALLEY,9939 ROSCOE 91352-3632,74   PINECREST DRIVE,SOUTH PASADENA,91030-4049,722110,Full-service restaurants,2,02/03/1998,,"(34.2229, -118.3477)"
0002715371-0001-3,OISHI LLC,,8215 DE SOTO AVENUE,CANOGA PARK,8215 DE SOTO 91304-4343,,,,722110,Full-service restaurants,3,06/01/2013,,"(34.2188, -118.5885)"
0000031488-0001-3,MARTIN AGUSTIN,FIDDLER'S RESTAURANT,12721 GLENOAKS BLVD,SYLMAR,12721 GLENOAKS 91342-4749,,,,722110,Full-service restaurants,7,05/10/2003,,"(34.3013, -118.4415)"
0002860489-0001-2,LSDT LLC,LITTLE SISTER @ DTLA,523 W 7TH STREET,LOS ANGELES,523 7TH 90014-2501,555 PIER AVENUE SUITE #D,HERMOSA BEACH,90254-3801,722110,Full-service restaurants,14,10/19/2015,,"(34.0467, -118.2557)"
0000392751-0004-1,CHOPRAS RESTAURANT INC,VENUS BANQUET HALL,20825 SHERMAN WAY,CANOGA PARK,20825 SHERMAN 91306-2706,7140 DE SOTO AVENUE,CANOGA PARK,91303-2208,722110,Full-service restaurants,3,01/01/2011,,"(34.2011, -118.5868)"
0002833801-0001-2,CEIBA RESTAURANT INC,CASA HONDURAS,9131 S VERMONT AVENUE,LOS ANGELES,9131 VERMONT 90044-4837,,,,722110,Full-service restaurants,0,12/26/2012,,"(33.9542, -118.2918)"
0003028545-0001-1,T PROMPRAYONG D SAENGCHAN C PORNTHEPSIRIPONG PARTNERSHIP,AWESOME THAI,18505   VICTORY BLVD,RESEDA,18505 VICTORY 91335-6440,18505   VICTORY BLVD,RESEDA,91335-6440,722110,Full-service restaurants,3,12/01/2017,,"(34.1867, -118.5362)"
0000109166-0001-7,BARNEY MESKIN/STEPHANIE LEFF/SYDNEY R ROTHMAN,HOUSE OF BILLIARDS,14662 VENTURA BLVD,SHERMAN OAKS,14662 VENTURA 91403-3618,,,,722110,Full-service restaurants,4,03/01/1978,,"(34.1516, -118.4529)"
0000269786-0001-7,GUADALUPE F CHAVEZ,TAQUERIA DON LUPE,5300 S BROADWAY,LOS ANGELES,5300 BROADWAY 90037-3808,,,,722110,Full-service restaurants,9,01/09/2001,,"(33.9941, -118.2783)"
0003084356-0001-2,SHISO SUSHI BAR INC,,11713   SATICOY STREET,NORTH HOLLYWOOD,11713 SATICOY 91605-2833,,,,722110,Full-service restaurants,6,09/14/2018,,"(34.2086, -118.388)"
